event_date,campaign_id,track_id,listener_segment,country,impressions,streams,saves,playlist_adds,repeat_listeners,skips
2026-06-28,C005,T013,Casual listener,US,4683,651,53,32,84,162
2026-06-28,C005,T013,Casual listener,Canada,1198,172,14,8,23,47
2026-06-28,C005,T013,Casual listener,Mexico,845,117,10,5,15,29
2026-06-28,C005,T013,Existing fan,US,3472,650,93,43,126,123
2026-06-28,C005,T013,Existing fan,Canada,759,130,15,9,26,25
2026-06-28,C005,T013,Existing fan,Mexico,1038,205,27,15,44,38
2026-06-28,C005,T013,Lapsed listener,US,3249,517,49,25,78,125
2026-06-28,C005,T013,Lapsed listener,Canada,1250,199,20,9,32,50
2026-06-28,C005,T013,Lapsed listener,Mexico,1107,162,15,7,27,42
2026-06-29,C005,T013,New listener,US,6731,987,67,37,102,294
2026-06-29,C005,T013,New listener,Canada,2078,247,17,10,24,74
2026-06-29,C005,T013,New listener,Mexico,1582,211,13,9,20,59
2026-06-29,C005,T013,Casual listener,US,3567,483,41,26,60,122
2026-06-29,C005,T013,Casual listener,Canada,1475,201,17,10,28,56
2026-06-29,C005,T013,Casual listener,Mexico,1611,255,24,13,36,63
2026-06-29,C005,T013,Existing fan,US,5758,1096,129,79,225,208
2026-06-29,C005,T013,Existing fan,Canada,2159,347,44,23,79,64
2026-06-29,C005,T013,Existing fan,Mexico,971,188,22,14,41,31
2026-06-29,C005,T013,Lapsed listener,US,4865,830,72,41,131,195
2026-06-29,C005,T013,Lapsed listener,Canada,1083,175,17,9,28,39
2026-06-29,C005,T013,Lapsed listener,Mexico,1290,188,16,9,31,46
2026-06-30,C005,T013,New listener,US,3378,479,35,19,48,136
2026-06-30,C005,T013,New listener,Canada,1771,224,14,9,21,64
2026-06-30,C005,T013,New listener,Mexico,736,97,6,4,9,27
2026-06-30,C005,T013,Casual listener,US,4739,755,73,42,112,175
2026-06-30,C005,T013,Casual listener,Canada,1873,251,21,12,37,58
2026-06-30,C005,T013,Casual listener,Mexico,837,117,10,6,17,29
2026-06-30,C005,T013,Existing fan,US,1768,304,43,21,59,54
2026-06-30,C005,T013,Existing fan,Canada,1833,351,41,23,66,68
2026-06-30,C005,T013,Existing fan,Mexico,1691,317,40,21,68,56
2026-06-30,C005,T013,Lapsed listener,US,6676,1084,103,56,166,265
2026-06-30,C005,T013,Lapsed listener,Canada,1431,205,18,10,34,52
2026-06-30,C005,T013,Lapsed listener,Mexico,554,79,7,4,12,17
2026-07-01,C005,T013,New listener,US,5974,758,57,33,74,223
2026-07-01,C005,T013,New listener,Canada,951,116,7,5,11,32
2026-07-01,C005,T013,New listener,Mexico,1287,159,11,5,14,43
2026-07-01,C005,T013,Casual listener,US,4623,679,66,35,86,156
2026-07-01,C005,T013,Casual listener,Canada,1929,305,29,17,38,84
2026-07-01,C005,T013,Casual listener,Mexico,1698,281,24,15,38,68
2026-07-01,C005,T013,Existing fan,US,6293,1187,164,87,270,210
2026-07-01,C005,T013,Existing fan,Canada,835,159,22,10,33,28
2026-07-01,C005,T013,Existing fan,Mexico,1361,253,31,17,51,47
2026-07-01,C005,T013,Lapsed listener,US,3145,501,44,28,74,109
2026-07-01,C005,T013,Lapsed listener,Canada,2040,345,33,19,58,81
2026-07-01,C005,T013,Lapsed listener,Mexico,1568,234,22,13,39,55
2026-07-02,C005,T013,New listener,US,2662,374,25,15,31,103
2026-07-02,C005,T013,New listener,Canada,1343,200,14,7,19,56
2026-07-02,C005,T013,New listener,Mexico,1348,193,12,8,19,54
2026-07-02,C005,T013,Casual listener,US,4806,653,59,31,84,165
2026-07-02,C005,T013,Casual listener,Canada,1938,321,26,18,46,75
2026-07-02,C005,T013,Casual listener,Mexico,1335,205,17,10,27,52
2026-07-02,C005,T013,Existing fan,US,2574,433,60,29,90,84
2026-07-02,C005,T013,Existing fan,Canada,1326,259,32,18,54,42
2026-07-02,C005,T013,Existing fan,Mexico,418,69,8,5,14,11
2026-07-02,C005,T013,Lapsed listener,US,3787,579,54,30,85,129
2026-07-02,C005,T013,Lapsed listener,Canada,1259,196,20,10,29,47
2026-07-02,C005,T013,Lapsed listener,Mexico,1395,237,23,12,38,52
2026-07-03,C005,T013,New listener,US,5417,765,48,30,73,202
2026-07-03,C005,T013,New listener,Canada,1705,249,16,9,22,69
2026-07-03,C005,T013,New listener,Mexico,1175,140,9,5,12,37
2026-07-03,C005,T013,Casual listener,US,2853,451,41,22,59,110
2026-07-03,C005,T013,Casual listener,Canada,1282,180,16,9,24,44
2026-07-03,C005,T013,Casual listener,Mexico,712,93,8,4,12,22
2026-07-03,C005,T013,Existing fan,US,2695,442,53,29,87,87
2026-07-03,C005,T013,Existing fan,Canada,1876,368,50,27,82,66
2026-07-03,C005,T013,Existing fan,Mexico,565,93,11,5,18,17
2026-07-03,C005,T013,Lapsed listener,US,2508,421,43,22,68,98
2026-07-03,C005,T013,Lapsed listener,Canada,1291,178,17,8,29,39
2026-07-03,C005,T013,Lapsed listener,Mexico,893,133,11,7,20,33
2026-07-04,C005,T013,New listener,US,2223,267,19,11,22,70
2026-07-04,C005,T013,New listener,Canada,1786,244,16,10,20,66
2026-07-04,C005,T013,New listener,Mexico,408,57,4,2,5,17
2026-07-04,C005,T013,Casual listener,US,2773,429,34,20,61,104
2026-07-04,C005,T013,Casual listener,Canada,1956,280,23,14,40,67
2026-07-04,C005,T013,Casual listener,Mexico,1590,212,20,11,29,56
2026-07-04,C005,T013,Existing fan,US,3505,586,80,37,128,116
2026-07-04,C005,T013,Existing fan,Canada,1762,346,45,25,68,65
2026-07-04,C005,T013,Existing fan,Mexico,613,102,12,7,20,17
2026-07-04,C005,T013,Lapsed listener,US,2231,370,33,18,57,89
2026-07-04,C005,T013,Lapsed listener,Canada,1395,228,21,10,34,50
2026-07-04,C005,T013,Lapsed listener,Mexico,985,152,15,8,25,34
2026-07-05,C005,T013,New listener,US,4313,548,40,21,47,166
2026-07-05,C005,T013,New listener,Canada,1636,242,16,9,23,71
2026-07-05,C005,T013,New listener,Mexico,1185,156,11,5,13,43
2026-07-05,C005,T013,Casual listener,US,5651,937,87,53,119,232
2026-07-05,C005,T013,Casual listener,Canada,949,135,12,7,17,36
2026-07-05,C005,T013,Casual listener,Mexico,1395,196,18,10,25,52
2026-07-05,C005,T013,Existing fan,US,4261,746,100,57,172,137
2026-07-05,C005,T013,Existing fan,Canada,820,158,19,10,33,29
2026-07-05,C005,T013,Existing fan,Mexico,649,104,14,7,21,17
2026-07-05,C005,T013,Lapsed listener,US,2646,401,39,19,63,89
2026-07-05,C005,T013,Lapsed listener,Canada,644,104,9,5,16,24
2026-07-05,C005,T013,Lapsed listener,Mexico,1392,216,19,10,35,52
2026-07-06,C005,T013,New listener,US,1519,227,17,8,21,69
2026-07-06,C005,T013,New listener,Canada,1506,199,12,8,20,54
2026-07-06,C005,T013,New listener,Mexico,688,91,5,3,8,23
2026-07-06,C005,T013,Casual listener,US,4769,736,68,39,100,200
2026-07-06,C005,T013,Casual listener,Canada,1660,220,18,11,29,57
2026-07-06,C005,T013,Casual listener,Mexico,926,131,10,6,19,32
2026-07-06,C005,T013,Existing fan,US,5430,873,123,59,168,155
2026-07-06,C005,T013,Existing fan,Canada,1301,231,27,15,45,40
2026-07-06,C005,T013,Existing fan,Mexico,531,105,12,7,21,17
2026-07-06,C005,T013,Lapsed listener,US,3605,500,48,25,77,119
2026-07-06,C005,T013,Lapsed listener,Canada,489,79,7,4,11,18
2026-07-06,C005,T013,Lapsed listener,Mexico,1498,211,19,11,30,51
2026-07-07,C005,T013,New listener,US,3587,441,29,20,39,129
2026-07-07,C005,T013,New listener,Canada,603,87,6,3,7,27
2026-07-07,C005,T013,New listener,Mexico,1124,161,11,7,15,46
2026-07-07,C005,T013,Casual listener,US,5320,760,61,42,103,182
2026-07-07,C005,T013,Casual listener,Canada,606,93,7,5,12,23
2026-07-07,C005,T013,Casual listener,Mexico,736,107,9,5,15,27
2026-07-07,C005,T013,Existing fan,US,1384,258,33,17,54,48
2026-07-07,C005,T013,Existing fan,Canada,1518,260,34,19,58,51
2026-07-07,C005,T013,Existing fan,Mexico,1440,275,32,18,57,47
2026-07-07,C005,T013,Lapsed listener,US,3317,560,52,30,94,139
2026-07-07,C005,T013,Lapsed listener,Canada,1389,204,18,9,32,46
2026-07-07,C005,T013,Lapsed listener,Mexico,810,114,10,5,18,27
2026-07-08,C005,T013,New listener,US,4947,740,50,33,65,201
2026-07-08,C005,T013,New listener,Canada,480,60,4,2,5,18
2026-07-08,C005,T013,New listener,Mexico,1247,178,11,7,16,48
2026-07-08,C005,T013,Casual listener,US,1642,267,23,13,37,62
2026-07-08,C005,T013,Casual listener,Canada,732,101,9,5,12,26
2026-07-08,C005,T013,Casual listener,Mexico,1423,234,22,11,34,56
2026-07-08,C005,T013,Existing fan,US,2033,393,49,29,86,76
2026-07-08,C005,T013,Existing fan,Canada,948,190,23,12,37,33
2026-07-08,C005,T013,Existing fan,Mexico,1102,188,25,13,38,37
2026-07-08,C005,T013,Lapsed listener,US,3326,525,49,25,77,134
2026-07-08,C005,T013,Lapsed listener,Canada,742,112,11,6,15,29
2026-07-08,C005,T013,Lapsed listener,Mexico,1470,203,20,11,28,53
2026-07-09,C005,T013,New listener,US,2732,344,23,14,33,106
2026-07-09,C005,T013,New listener,Canada,670,90,5,3,7,28
2026-07-09,C005,T013,New listener,Mexico,793,101,7,4,9,30
2026-07-09,C005,T013,Casual listener,US,2218,362,33,20,52,90
2026-07-09,C005,T013,Casual listener,Canada,476,66,5,3,9,17
2026-07-09,C005,T013,Casual listener,Mexico,933,146,13,8,21,38
2026-07-09,C005,T013,Existing fan,US,4455,724,93,53,153,128
2026-07-09,C005,T013,Existing fan,Canada,462,89,11,5,18,16
2026-07-09,C005,T013,Existing fan,Mexico,336,59,7,4,11,10
2026-07-09,C005,T013,Lapsed listener,US,4520,742,74,39,106,182
2026-07-09,C005,T013,Lapsed listener,Canada,1303,217,19,11,35,49
2026-07-09,C005,T013,Lapsed listener,Mexico,1404,236,23,11,36,53
2026-07-10,C005,T013,New listener,US,3516,521,39,20,53,161
2026-07-10,C005,T013,New listener,Canada,878,129,9,5,12,34
2026-07-10,C005,T013,New listener,Mexico,1026,141,10,5,14,37
2026-07-10,C005,T013,Casual listener,US,4708,636,59,33,94,160
2026-07-10,C005,T013,Casual listener,Canada,1445,195,18,9,28,52
2026-07-10,C005,T013,Casual listener,Mexico,827,130,11,6,16,31
2026-07-10,C005,T013,Existing fan,US,2924,559,68,37,124,92
2026-07-10,C005,T013,Existing fan,Canada,949,161,20,10,34,30
2026-07-10,C005,T013,Existing fan,Mexico,472,75,9,5,16,14
2026-07-10,C005,T013,Lapsed listener,US,3555,583,57,28,83,128
2026-07-10,C005,T013,Lapsed listener,Canada,1100,189,17,9,29,47
2026-07-10,C005,T013,Lapsed listener,Mexico,1372,225,22,10,34,53
2026-07-11,C005,T013,New listener,US,3522,490,31,21,42,130
2026-07-11,C005,T013,New listener,Canada,731,97,7,4,8,26
2026-07-11,C005,T013,New listener,Mexico,1217,160,10,6,16,45
2026-07-11,C005,T013,Casual listener,US,2828,445,43,22,65,115
2026-07-11,C005,T013,Casual listener,Canada,926,138,12,6,19,35
2026-07-11,C005,T013,Casual listener,Mexico,570,85,8,4,11,20
2026-07-11,C005,T013,Existing fan,US,1448,245,29,16,53,44
2026-07-11,C005,T013,Existing fan,Canada,1405,226,28,16,47,41
2026-07-11,C005,T013,Existing fan,Mexico,565,93,11,7,18,15
2026-07-11,C005,T013,Lapsed listener,US,4217,709,68,37,103,188
2026-07-11,C005,T013,Lapsed listener,Canada,387,60,5,3,8,15
2026-07-11,C005,T013,Lapsed listener,Mexico,473,80,6,4,12,18
2026-07-12,C005,T013,New listener,US,4582,676,43,27,57,191
2026-07-12,C005,T013,New listener,Canada,1335,176,13,7,14,54
2026-07-12,C005,T013,New listener,Mexico,1055,135,9,5,13,39
2026-07-12,C005,T013,Casual listener,US,2336,377,35,18,54,100
2026-07-12,C005,T013,Casual listener,Canada,1470,242,21,12,31,67
2026-07-12,C005,T013,Casual listener,Mexico,965,129,12,6,18,31
2026-07-12,C005,T013,Existing fan,US,1997,329,42,23,73,58
2026-07-12,C005,T013,Existing fan,Canada,1584,262,35,19,55,47
2026-07-12,C005,T013,Existing fan,Mexico,947,170,22,11,37,33
2026-07-12,C005,T013,Lapsed listener,US,2188,336,31,15,50,80
2026-07-12,C005,T013,Lapsed listener,Canada,820,132,13,7,20,32
2026-07-12,C005,T013,Lapsed listener,Mexico,442,65,6,3,10,14
2026-06-04,C006,T003,New listener,US,3177,549,43,25,60,133
2026-06-04,C006,T003,New listener,Canada,2551,379,28,17,41,83
2026-06-04,C006,T003,New listener,Mexico,2151,382,30,19,45,82
2026-06-04,C006,T003,Casual listener,US,6603,1121,111,68,167,257
2026-06-04,C006,T003,Casual listener,Canada,1670,293,32,19,47,66
2026-06-04,C006,T003,Casual listener,Mexico,1501,307,35,18,46,68
2026-06-04,C006,T003,Existing fan,US,8047,1701,274,141,384,256
2026-06-04,C006,T003,Existing fan,Canada,682,141,21,12,37,23
2026-06-04,C006,T003,Existing fan,Mexico,2246,531,79,47,135,84
2026-06-04,C006,T003,Lapsed listener,US,5909,1224,127,69,212,264
2026-06-04,C006,T003,Lapsed listener,Canada,1290,270,28,17,51,54
2026-06-04,C006,T003,Lapsed listener,Mexico,2065,369,40,22,67,67
2026-06-05,C006,T003,New listener,US,3445,625,54,30,70,135
2026-06-05,C006,T003,New listener,Canada,2122,358,27,17,42,78
2026-06-05,C006,T003,New listener,Mexico,527,78,6,3,8,18
2026-06-05,C006,T003,Casual listener,US,7517,1414,151,84,230,301
2026-06-05,C006,T003,Casual listener,Canada,2597,503,58,34,88,101
2026-06-05,C006,T003,Casual listener,Mexico,673,124,12,7,18,28
2026-06-05,C006,T003,Existing fan,US,5923,1453,209,125,374,221
2026-06-05,C006,T003,Existing fan,Canada,2077,412,61,32,99,60
2026-06-05,C006,T003,Existing fan,Mexico,1112,254,41,23,68,40
2026-06-05,C006,T003,Lapsed listener,US,6429,1131,122,72,228,245
2026-06-05,C006,T003,Lapsed listener,Canada,1823,377,45,24,71,73
2026-06-05,C006,T003,Lapsed listener,Mexico,744,149,15,8,28,27
2026-06-06,C006,T003,New listener,US,5708,1045,86,48,118,275
2026-06-06,C006,T003,New listener,Canada,1755,317,25,14,37,81
2026-06-06,C006,T003,New listener,Mexico,573,101,8,4,10,24
2026-06-06,C006,T003,Casual listener,US,6379,1105,113,67,163,254
2026-06-06,C006,T003,Casual listener,Canada,1459,293,33,19,48,57
2026-06-06,C006,T003,Casual listener,Mexico,623,126,13,7,21,24
2026-06-06,C006,T003,Existing fan,US,2753,659,104,59,151,102
2026-06-06,C006,T003,Existing fan,Canada,2236,454,72,41,122,65
2026-06-06,C006,T003,Existing fan,Mexico,1268,298,48,25,80,42
2026-06-06,C006,T003,Lapsed listener,US,5210,966,101,63,176,192
2026-06-06,C006,T003,Lapsed listener,Canada,614,111,13,6,20,20
2026-06-06,C006,T003,Lapsed listener,Mexico,1482,301,33,18,52,64
2026-06-07,C006,T003,New listener,US,6560,1065,83,55,117,250
2026-06-07,C006,T003,New listener,Canada,2008,368,30,18,45,87
2026-06-07,C006,T003,New listener,Mexico,497,86,7,3,9,20
2026-06-07,C006,T003,Casual listener,US,3198,579,60,32,102,115
2026-06-07,C006,T003,Casual listener,Canada,2371,389,42,25,65,83
2026-06-07,C006,T003,Casual listener,Mexico,1234,222,25,14,38,49
2026-06-07,C006,T003,Existing fan,US,4572,1126,158,90,283,187
2026-06-07,C006,T003,Existing fan,Canada,1837,406,59,34,107,64
2026-06-07,C006,T003,Existing fan,Mexico,1361,333,54,27,78,49
2026-06-07,C006,T003,Lapsed listener,US,2024,394,43,25,78,80
2026-06-07,C006,T003,Lapsed listener,Canada,2265,414,43,25,76,88
2026-06-07,C006,T003,Lapsed listener,Mexico,884,151,18,9,26,32
2026-06-08,C006,T003,New listener,US,4331,756,68,34,77,176
2026-06-08,C006,T003,New listener,Canada,2088,333,25,16,34,76
2026-06-08,C006,T003,New listener,Mexico,468,76,6,3,9,18
2026-06-08,C006,T003,Casual listener,US,6372,1269,127,76,214,288
2026-06-08,C006,T003,Casual listener,Canada,2286,437,48,27,67,90
2026-06-08,C006,T003,Casual listener,Mexico,1906,324,36,20,49,68
2026-06-08,C006,T003,Existing fan,US,5293,1068,151,97,265,162
2026-06-08,C006,T003,Existing fan,Canada,1670,390,59,33,103,64
2026-06-08,C006,T003,Existing fan,Mexico,1911,428,65,35,116,65
2026-06-08,C006,T003,Lapsed listener,US,5337,1111,116,63,214,208
2026-06-08,C006,T003,Lapsed listener,Canada,2105,442,46,25,81,94
2026-06-08,C006,T003,Lapsed listener,Mexico,1848,345,42,21,62,64
2026-06-09,C006,T003,New listener,US,6490,1020,85,46,110,238
2026-06-09,C006,T003,New listener,Canada,1394,230,20,10,26,50
2026-06-09,C006,T003,New listener,Mexico,1175,212,16,11,23,46
2026-06-09,C006,T003,Casual listener,US,4572,753,72,46,118,159
2026-06-09,C006,T003,Casual listener,Canada,1523,299,31,19,49,67
2026-06-09,C006,T003,Casual listener,Mexico,1656,314,35,20,47,70
2026-06-09,C006,T003,Existing fan,US,2342,563,90,46,133,84
2026-06-09,C006,T003,Existing fan,Canada,2116,423,68,35,101,59
2026-06-09,C006,T003,Existing fan,Mexico,839,197,31,17,51,30
2026-06-09,C006,T003,Lapsed listener,US,2639,527,54,35,98,112
2026-06-09,C006,T003,Lapsed listener,Canada,2202,427,50,26,71,89
2026-06-09,C006,T003,Lapsed listener,Mexico,1721,306,31,19,53,64
2026-06-10,C006,T003,New listener,US,6342,1036,91,52,114,225
2026-06-10,C006,T003,New listener,Canada,583,92,7,4,10,21
2026-06-10,C006,T003,New listener,Mexico,638,95,7,4,9,21
2026-06-10,C006,T003,Casual listener,US,2268,382,44,24,56,89
2026-06-10,C006,T003,Casual listener,Canada,1030,167,16,10,26,35
2026-06-10,C006,T003,Casual listener,Mexico,1181,204,23,13,30,41
2026-06-10,C006,T003,Existing fan,US,6487,1486,231,131,363,211
2026-06-10,C006,T003,Existing fan,Canada,689,147,23,11,33,23
2026-06-10,C006,T003,Existing fan,Mexico,469,99,16,8,23,15
2026-06-10,C006,T003,Lapsed listener,US,2566,472,52,26,89,90
2026-06-10,C006,T003,Lapsed listener,Canada,920,172,21,11,32,34
2026-06-10,C006,T003,Lapsed listener,Mexico,1719,328,33,19,64,63
2026-06-11,C006,T003,New listener,US,2820,410,37,20,46,104
2026-06-11,C006,T003,New listener,Canada,1540,285,25,13,34,65
2026-06-11,C006,T003,New listener,Mexico,776,135,11,6,14,29
2026-06-11,C006,T003,Casual listener,US,2597,503,58,33,77,107
2026-06-11,C006,T003,Casual listener,Canada,1371,275,31,17,49,61
2026-06-11,C006,T003,Casual listener,Mexico,1027,177,20,10,28,38
2026-06-11,C006,T003,Existing fan,US,1601,395,57,36,100,54
2026-06-11,C006,T003,Existing fan,Canada,527,123,18,11,32,19
2026-06-11,C006,T003,Existing fan,Mexico,1624,327,54,28,82,54
2026-06-11,C006,T003,Lapsed listener,US,5054,1016,111,66,200,200
2026-06-11,C006,T003,Lapsed listener,Canada,985,205,24,13,35,40
2026-06-11,C006,T003,Lapsed listener,Mexico,847,161,17,8,28,35
2026-06-12,C006,T003,New listener,US,4212,645,56,32,76,145
2026-06-12,C006,T003,New listener,Canada,1792,329,24,16,38,80
2026-06-12,C006,T003,New listener,Mexico,414,63,5,3,7,15
2026-06-12,C006,T003,Casual listener,US,5272,893,89,58,150,194
2026-06-12,C006,T003,Casual listener,Canada,949,156,15,8,24,33
2026-06-12,C006,T003,Casual listener,Mexico,896,179,19,10,31,34
2026-06-12,C006,T003,Existing fan,US,5576,1285,207,116,289,194
2026-06-12,C006,T003,Existing fan,Canada,621,151,22,13,37,21
2026-06-12,C006,T003,Existing fan,Mexico,1529,340,51,30,91,49
2026-06-12,C006,T003,Lapsed listener,US,3590,763,86,45,138,149
2026-06-12,C006,T003,Lapsed listener,Canada,1999,414,51,23,79,91
2026-06-12,C006,T003,Lapsed listener,Mexico,944,169,18,9,32,31
2026-06-13,C006,T003,New listener,US,4638,824,69,41,89,187
2026-06-13,C006,T003,New listener,Canada,745,122,11,6,14,29
2026-06-13,C006,T003,New listener,Mexico,886,162,14,8,19,39
2026-06-13,C006,T003,Casual listener,US,5746,961,111,65,152,221
2026-06-13,C006,T003,Casual listener,Canada,636,124,12,8,18,27
2026-06-13,C006,T003,Casual listener,Mexico,1298,213,23,13,33,44
2026-06-13,C006,T003,Existing fan,US,2103,485,74,43,128,76
2026-06-13,C006,T003,Existing fan,Canada,1632,356,58,32,91,53
2026-06-13,C006,T003,Existing fan,Mexico,441,97,14,7,22,15
2026-06-13,C006,T003,Lapsed listener,US,1890,373,45,24,63,75
2026-06-13,C006,T003,Lapsed listener,Canada,1380,261,30,15,45,56
2026-06-13,C006,T003,Lapsed listener,Mexico,514,90,10,5,17,17
2026-06-14,C006,T003,New listener,US,5601,1013,88,46,109,234
2026-06-14,C006,T003,New listener,Canada,1370,252,21,12,26,57
2026-06-14,C006,T003,New listener,Mexico,1519,273,22,12,28,70
2026-06-14,C006,T003,Casual listener,US,1837,325,35,21,58,70
2026-06-14,C006,T003,Casual listener,Canada,1277,254,27,15,39,52
2026-06-14,C006,T003,Casual listener,Mexico,588,106,11,6,16,20
2026-06-14,C006,T003,Existing fan,US,2967,696,107,55,173,112
2026-06-14,C006,T003,Existing fan,Canada,1278,308,46,25,82,42
2026-06-14,C006,T003,Existing fan,Mexico,394,79,11,6,18,11
2026-06-14,C006,T003,Lapsed listener,US,5616,1192,131,80,207,231
2026-06-14,C006,T003,Lapsed listener,Canada,998,210,24,12,39,39
2026-06-14,C006,T003,Lapsed listener,Mexico,418,74,7,4,14,13
2026-06-15,C006,T003,New listener,US,2082,331,25,16,36,77
2026-06-15,C006,T003,New listener,Canada,853,156,14,8,18,40
2026-06-15,C006,T003,New listener,Mexico,492,74,6,3,7,17
2026-06-15,C006,T003,Casual listener,US,3945,694,72,44,122,156
2026-06-15,C006,T003,Casual listener,Canada,1854,315,33,20,49,61
2026-06-15,C006,T003,Casual listener,Mexico,918,184,20,12,32,37
2026-06-15,C006,T003,Existing fan,US,1872,448,73,38,104,67
2026-06-15,C006,T003,Existing fan,Canada,1666,362,56,28,94,56
2026-06-15,C006,T003,Existing fan,Mexico,1321,311,48,25,76,51
2026-06-15,C006,T003,Lapsed listener,US,5430,1086,115,71,198,208
2026-06-15,C006,T003,Lapsed listener,Canada,966,177,21,11,35,35
2026-06-15,C006,T003,Lapsed listener,Mexico,1454,252,29,14,46,48
2026-06-16,C006,T003,New listener,US,1539,252,21,12,28,59
2026-06-16,C006,T003,New listener,Canada,1588,251,20,11,26,61
2026-06-16,C006,T003,New listener,Mexico,1042,189,15,9,21,41
2026-06-16,C006,T003,Casual listener,US,3154,639,62,36,94,128
2026-06-16,C006,T003,Casual listener,Canada,886,169,17,11,29,38
2026-06-16,C006,T003,Casual listener,Mexico,718,138,16,9,23,30
2026-06-16,C006,T003,Existing fan,US,3049,603,90,54,159,91
2026-06-16,C006,T003,Existing fan,Canada,1374,332,54,25,85,56
2026-06-16,C006,T003,Existing fan,Mexico,638,155,22,13,36,22
2026-06-16,C006,T003,Lapsed listener,US,5286,1091,129,69,200,234
2026-06-16,C006,T003,Lapsed listener,Canada,1158,242,26,16,44,48
2026-06-16,C006,T003,Lapsed listener,Mexico,1425,244,25,16,43,51
2026-06-17,C006,T003,New listener,US,4547,808,71,38,89,200
2026-06-17,C006,T003,New listener,Canada,1327,233,20,11,26,56
2026-06-17,C006,T003,New listener,Mexico,401,73,5,3,7,17
2026-06-17,C006,T003,Casual listener,US,5234,1058,113,64,168,246
2026-06-17,C006,T003,Casual listener,Canada,558,103,10,5,17,21
2026-06-17,C006,T003,Casual listener,Mexico,909,150,14,9,22,33
2026-06-17,C006,T003,Existing fan,US,4473,889,130,81,217,128
2026-06-17,C006,T003,Existing fan,Canada,1073,250,35,19,62,35
2026-06-17,C006,T003,Existing fan,Mexico,1107,241,41,18,59,38
2026-06-17,C006,T003,Lapsed listener,US,3809,816,99,46,142,163
2026-06-17,C006,T003,Lapsed listener,Canada,1489,264,30,15,45,55
2026-06-17,C006,T003,Lapsed listener,Mexico,1197,218,22,12,36,43
2026-06-18,C006,T003,New listener,US,2778,462,41,24,51,112
2026-06-18,C006,T003,New listener,Canada,602,94,8,4,10,23
2026-06-18,C006,T003,New listener,Mexico,869,140,12,7,15,31
2026-06-18,C006,T003,Casual listener,US,3975,723,83,42,119,151
2026-06-18,C006,T003,Casual listener,Canada,498,85,9,5,14,17
2026-06-18,C006,T003,Casual listener,Mexico,451,86,9,5,14,20
2026-06-18,C006,T003,Existing fan,US,4755,970,147,86,242,157
2026-06-18,C006,T003,Existing fan,Canada,1303,289,42,24,71,40
2026-06-18,C006,T003,Existing fan,Mexico,1167,254,41,22,62,35
2026-06-18,C006,T003,Lapsed listener,US,1924,390,40,24,71,78
2026-06-18,C006,T003,Lapsed listener,Canada,583,113,12,7,19,24
2026-06-18,C006,T003,Lapsed listener,Mexico,623,110,11,6,19,22
2026-06-19,C006,T003,New listener,US,3601,548,47,24,58,129
2026-06-19,C006,T003,New listener,Canada,770,118,8,6,12,29
2026-06-19,C006,T003,New listener,Mexico,1240,212,18,11,23,48
2026-06-19,C006,T003,Casual listener,US,1477,278,26,16,42,56
2026-06-19,C006,T003,Casual listener,Canada,899,153,14,8,22,34
2026-06-19,C006,T003,Casual listener,Mexico,432,74,8,4,12,14
2026-06-19,C006,T003,Existing fan,US,2197,439,68,39,105,69
2026-06-19,C006,T003,Existing fan,Canada,832,206,31,17,48,29
2026-06-19,C006,T003,Existing fan,Mexico,889,183,27,14,44,27
2026-06-19,C006,T003,Lapsed listener,US,1562,313,33,19,52,68
2026-06-19,C006,T003,Lapsed listener,Canada,1267,233,26,15,39,47
2026-06-19,C006,T003,Lapsed listener,Mexico,1321,235,29,14,47,49
2026-06-20,C006,T003,New listener,US,1925,305,26,16,33,78
2026-06-20,C006,T003,New listener,Canada,1378,204,15,10,22,48
2026-06-20,C006,T003,New listener,Mexico,709,117,10,5,11,29
2026-06-20,C006,T003,Casual listener,US,1872,328,36,21,54,63
2026-06-20,C006,T003,Casual listener,Canada,1155,212,21,12,35,42
2026-06-20,C006,T003,Casual listener,Mexico,1333,273,28,18,41,56
2026-06-20,C006,T003,Existing fan,US,1357,306,52,26,73,42
2026-06-20,C006,T003,Existing fan,Canada,1065,230,33,17,62,38
2026-06-20,C006,T003,Existing fan,Mexico,692,159,24,12,39,22
2026-06-20,C006,T003,Lapsed listener,US,4112,712,75,44,122,136
2026-06-20,C006,T003,Lapsed listener,Canada,569,101,11,6,17,20
2026-06-20,C006,T003,Lapsed listener,Mexico,1039,211,22,13,37,40
2026-06-18,C007,T022,New listener,US,4416,671,56,35,70,173
2026-06-18,C007,T022,New listener,Canada,2308,331,29,15,34,79
2026-06-18,C007,T022,New listener,Mexico,1970,322,26,14,39,77
2026-06-18,C007,T022,Casual listener,US,5770,1004,96,67,155,218
2026-06-18,C007,T022,Casual listener,Canada,2557,477,47,29,76,100
2026-06-18,C007,T022,Casual listener,Mexico,2258,398,40,25,60,93
2026-06-18,C007,T022,Existing fan,US,1914,365,56,31,90,61
2026-06-18,C007,T022,Existing fan,Canada,2007,482,72,40,122,76
2026-06-18,C007,T022,Existing fan,Mexico,1694,400,67,30,107,57
2026-06-18,C007,T022,Lapsed listener,US,6332,1307,154,83,232,279
2026-06-18,C007,T022,Lapsed listener,Canada,1916,373,43,24,71,72
2026-06-18,C007,T022,Lapsed listener,Mexico,622,127,13,8,21,26
